Source,Target,Type,Label,timeset,Weight
1333198689830113282,28374930,Directed,0,,1
1333198689830113282,1312764321617924097,Directed,1,,1
1333194704414855168,145134405,Directed,2,,1
1333193925901905920,1145737805211025408,Directed,3,,1
1333193925901905920,8791760223374313427,Directed,4,,1
1333193676193980418,1145737805211025408,Directed,5,,1
1333193676193980418,1235376635916046336,Directed,6,,1
1333191699422654466,1145737805211025408,Directed,7,,1
1333191699422654466,1046423546883444736,Directed,8,,1
1333191156893708290,3045093694,Directed,9,,1
1333185271152697344,1306940995192455169,Directed,10,,1
1333185271152697344,3662771592,Directed,11,,1
1333185271152697344,52722451,Directed,12,,1
1333181571369758722,47855309,Directed,13,,1
1333177928822239236,1145737805211025408,Directed,14,,1
1333176366263644162,33583496,Directed,15,,1
1333176366263644162,36155311,Directed,16,,1
1333176366263644162,31581831,Directed,17,,1
1333174476373184512,1145737805211025408,Directed,18,,1
1333174112085291009,1145737805211025408,Directed,19,,1
1333173989246726147,43340387,Directed,20,,1
1333173387494125569,7864343359305536060,Directed,21,,1
1333173387494125569,292929271,Directed,22,,1
1333173387494125569,6312583782967741502,Directed,23,,1
1333168306711355394,3314958923,Directed,24,,1
1333168306711355394,1267925527605755905,Directed,25,,1
1333166747776651265,3314958923,Directed,26,,1
1333164959497400322,1145737805211025408,Directed,27,,1
1333164698154446848,1145737805211025408,Directed,28,,1
1333164211363573760,1200542863651737600,Directed,29,,1
1333164211363573760,58113236,Directed,30,,1
1333164211363573760,1145737805211025408,Directed,31,,1
1333164211363573760,1641713372,Directed,32,,1
1333163238301773830,1145737805211025408,Directed,33,,1
1333162942393683968,1145737805211025408,Directed,34,,1
1333160941685452804,1145737805211025408,Directed,35,,1
1333158519714050050,128372940,Directed,36,,1
1333158469227122688,14594698,Directed,37,,1
1333157823941910528,398991217,Directed,38,,1
1333157823941910528,2801169808,Directed,39,,1
1333157823941910528,3180624647,Directed,40,,1
1333157823941910528,1145737805211025408,Directed,41,,1
1333156989434785792,1145737805211025408,Directed,42,,1
1333156034509205512,3061215351099036240,Directed,43,,1
1333156034509205512,1145737805211025408,Directed,44,,1
1333155428335841280,231191558,Directed,45,,1
1333152946717069313,1145737805211025408,Directed,46,,1
1333151592418332674,15084884,Directed,47,,1
1333151332371484679,1145737805211025408,Directed,48,,1
1333150760079593473,1145737805211025408,Directed,49,,1
1333150760079593473,1085934669995094017,Directed,50,,1
1333148126534832130,9317502,Directed,51,,1
1333148118007869442,1145737805211025408,Directed,52,,1
1333148118007869442,1052479411,Directed,53,,1
1333147901602783235,1145737805211025408,Directed,54,,1
1333147402904154118,1145737805211025408,Directed,55,,1
1333147402904154118,1052479411,Directed,56,,1
1333147176395005958,1315179224832061440,Directed,57,,1
1333146843161702403,83467126,Directed,58,,1
1333146449119498247,1145737805211025408,Directed,59,,1
1333143505858912261,1145737805211025408,Directed,60,,1
1333143437210759176,1145737805211025408,Directed,61,,1
1333142965498339328,64856871,Directed,62,,1
1333142829120499713,1100179638574292992,Directed,63,,1
1333142829120499713,363953955,Directed,64,,1
1333142829120499713,1145737805211025408,Directed,65,,1
1333142498923917313,1145737805211025408,Directed,66,,1
1333138175066320896,1145737805211025408,Directed,67,,1
1333136187834441741,1145737805211025408,Directed,68,,1
1333135234456580110,1315179224832061440,Directed,69,,1
1333134248962879491,1145737805211025408,Directed,70,,1
1333133783407742977,1315179224832061440,Directed,71,,1
1333132691236151303,1145737805211025408,Directed,72,,1
1333127325928583169,615541648,Directed,73,,1
1333127294857187336,1145737805211025408,Directed,74,,1
1333125092151357444,1145737805211025408,Directed,75,,1
1333124734989578241,1145737805211025408,Directed,76,,1
1333122419058487297,1145737805211025408,Directed,77,,1
1333122244822884353,1145737805211025408,Directed,78,,1
1333121403051192321,89849951,Directed,79,,1
1333121403051192321,1214195321833607169,Directed,80,,1
1333121403051192321,1061012248427151361,Directed,81,,1
1333121403051192321,991676610603560965,Directed,82,,1
1333121403051192321,14128609,Directed,83,,1
1333121030206918658,1145737805211025408,Directed,84,,1
1333118976419885057,573210599,Directed,85,,1
1333118976419885057,236369315,Directed,86,,1
1333118527469916160,1145737805211025408,Directed,87,,1
1333115202699730945,231191558,Directed,88,,1
1333114134301466631,1145737805211025408,Directed,89,,1
1333110195476566016,54319670,Directed,90,,1
1333107672061779970,176514261,Directed,91,,1
1333106470670438407,759001618884939776,Directed,92,,1
1333106166579093505,1315179224832061440,Directed,93,,1
1333105872327880707,1145737805211025408,Directed,94,,1
1333103842226040834,381121559,Directed,95,,1
1333103842226040834,2564080395,Directed,96,,1
1333102903255584770,19667016,Directed,97,,1
1333102560253775876,1145737805211025408,Directed,98,,1
1333098392185155586,1315179224832061440,Directed,99,,1
1333093011442593793,64706049,Directed,100,,1
1333092884376145921,7864343359305536060,Directed,101,,1
1333092884376145921,6312583782967741502,Directed,102,,1
